"","SN01_1","SN02_1","SN09_1","SN12_1","SN17_1","SN11","SN06_1","SN16_1","SN18_2","SN15_1","SN05_1","SN08","SN13_4","SN04_1","SN10_1"
"ENSG00000113595",402,874,464,563,1044,381,452,575,528,544,1314,870,376,601,364
"ENSG00000123213",2024,1224,1852,862,1209,499,319,1184,1249,2235,2486,2173,200,273,236
"ENSG00000113597",1100,924,1003,996,1398,579,554,954,863,990,2623,1254,544,925,580
"ENSG00000253251",193,152,132,165,210,10,11,136,155,161,386,178,9,148,13
"ENSG00000197860",122,441,326,166,194,85,97,225,124,219,582,116,89,232,105
"ENSG00000112851",5675,4617,6754,4539,14092,3203,3457,6358,5646,4988,13123,4315,2006,4697,3578
"ENSG00000153914",7879,5960,7064,6365,10817,4235,3863,5416,5719,5903,15919,6201,3225,5797,4163
"ENSG00000134061",36,331,51,32,188,17,65,111,36,36,349,42,97,516,268
"ENSG00000069020",2308,2901,2310,3715,4204,4846,4020,3920,3777,3176,2921,3443,2344,1041,1039
"ENSG00000145675",7465,2860,2603,2891,2739,2329,2744,5092,4470,2881,5580,10827,1851,1804,1644
"ENSG00000145740",2020,2185,2951,1679,2271,661,591,1717,1074,2390,4584,2820,728,1558,976
"ENSG00000134057",1509,1403,2096,1219,1635,595,201,1224,1103,2297,4360,1607,257,276,574
"ENSG00000153044",218,116,308,184,242,57,28,205,128,306,576,241,13,70,62
"ENSG00000134056",141,153,194,169,549,67,67,323,190,72,510,258,40,102,154
"ENSG00000134058",208,298,286,240,479,115,147,263,153,477,928,361,63,122,108
"ENSG00000152939",948,879,1589,913,1019,696,535,879,843,1378,1137,1038,251,603,749
"ENSG00000183323",763,644,863,1052,1226,918,587,719,599,901,969,837,654,487,815
"ENSG00000085231",87,76,3,144,162,47,3,125,103,157,268,185,38,107,71
"ENSG00000273841",345,328,531,246,363,82,192,387,212,554,773,480,0,157,105
"ENSG00000152942",475,596,590,646,963,311,235,395,496,790,1276,681,242,474,461
"ENSG00000197822",1321,2178,2005,1179,2592,1107,848,2139,1352,2065,4108,2817,520,1415,1154
"ENSG00000183474",275,329,441,310,647,269,279,253,373,488,710,194,111,400,181
"ENSG00000172058",72,134,92,45,90,69,58,65,110,86,147,110,42,48,35
"ENSG00000172062",4,167,218,0,8,47,39,0,0,6,497,83,34,17,0
"ENSG00000205572",72,97,52,50,55,65,52,74,88,87,167,113,79,24,31
"ENSG00000205571",77,228,230,197,255,83,124,97,171,139,476,128,60,65,145
"ENSG00000249437",0,2,23,0,37,50,6,100,0,17,52,0,80,4,3
"ENSG00000145736",192,48,166,276,1074,59,115,205,208,125,712,61,41,367,106
"ENSG00000145734",1525,1171,1569,1857,2178,1892,0,1558,2178,1651,2692,0,1287,1528,1128
"ENSG00000131844",3185,2570,4813,3012,3687,1354,1157,4232,2299,4571,5217,4095,939,1440,1162
"ENSG00000131711",638,1269,1280,260,320,276,480,807,404,245,1118,500,1514,1746,625
"ENSG00000178175",42,178,112,55,20,76,181,20,49,18,101,30,105,174,68
"ENSG00000113048",2240,1685,2432,2290,2508,999,868,2271,1631,2402,4565,3080,852,970,742
"ENSG00000049883",742,1292,661,960,1276,672,708,518,762,899,1705,796,296,676,427
"ENSG00000083312",7020,7259,9487,6723,10696,3344,3099,7491,5166,10376,16955,9396,2598,5288,3798
"ENSG00000157107",1563,1928,3051,2624,4690,976,1130,2390,1598,2615,4339,2032,907,1688,1571
"ENSG00000157111",109,326,727,291,1016,352,504,221,504,235,549,483,914,596,861
"ENSG00000145741",4266,3731,6821,4831,8478,1659,1195,7039,3479,9033,11345,9981,1149,2218,1671
"ENSG00000164331",476,581,551,617,992,386,403,650,534,653,871,876,294,346,301
"ENSG00000164338",1146,1014,1450,896,966,336,315,1024,816,1096,1438,1213,254,544,327
"ENSG00000214944",2916,2405,2844,4916,9861,4640,3330,3094,3686,4848,6137,3594,1794,1635,1614
"ENSG00000176928",389,106,34,518,1283,155,154,165,326,491,736,49,65,157,140
"ENSG00000145700",31,58,62,22,39,4,31,10,10,19,142,14,8,13,0
"ENSG00000171617",19911,8120,13772,12435,10770,9498,6166,23975,10341,15185,9976,13549,2933,2466,1459
"ENSG00000049860",1730,2270,5925,1983,3538,1457,790,2343,1729,4502,4399,3684,901,1242,908
"ENSG00000164347",1203,1310,1439,1248,1574,697,751,2250,1255,2036,3792,2006,774,871,814
"ENSG00000198780",575,68,373,351,159,129,142,1261,665,1084,2043,409,44,86,288
"ENSG00000164346",1587,691,1259,1600,2441,389,411,1536,1156,2007,3821,2958,225,656,389
"ENSG00000113163",2073,2467,2173,2896,3956,1967,1899,2013,2279,2356,4589,2306,1567,2578,2228
"ENSG00000113161",3546,2231,3646,2942,3712,1829,1967,3907,3706,4984,10590,6064,1196,3611,4076
"ENSG00000122008",1155,1402,1551,1326,2360,874,871,1351,1097,1553,2322,1682,639,1238,706
"ENSG00000152359",565,578,639,540,679,326,314,412,401,420,810,566,369,390,371
"ENSG00000189045",941,127,382,707,962,556,537,241,518,487,483,535,763,338,419
"ENSG00000122012",10,729,2,126,116,133,113,1095,367,529,16,388,104,32,55
"ENSG00000164251",1368,1869,3038,2995,5805,1842,1183,2862,2293,2798,2759,3732,1052,2445,880
"ENSG00000171643",4,12,3,0,5,2,1,4,10,0,6,4,0,19,0
"ENSG00000145708",2,4,0,0,14,4,2,2,0,2,2,6,25,36,10
"ENSG00000145703",982,1089,3891,3802,8744,3042,2378,1669,2473,4430,8131,1845,1549,3857,3319
"ENSG00000164220",350,851,768,98,76,19,101,448,70,142,460,182,34,12,10
"ENSG00000181104",897,3389,2136,729,835,116,268,1548,331,554,1852,641,208,485,99
"ENSG00000164252",1684,1520,2025,1633,2908,1163,899,1517,1274,2147,3823,2581,831,1381,1155
"ENSG00000132846",1291,370,1158,725,549,339,213,1183,723,736,1008,858,386,323,232
"ENSG00000284762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ENSG00000113231",67,238,513,53,76,29,83,51,41,24,462,35,124,97,62
"ENSG00000164253",1069,1041,1087,1018,1757,564,761,811,683,1079,3594,1331,526,1138,633
"ENSG00000171530",8728,10304,8689,7810,11498,4087,4109,6689,5297,7004,17509,4760,3628,7076,4415
"ENSG00000132842",2983,2447,4490,3550,4987,2820,2347,3349,3569,4178,6761,4946,2098,3100,3117
"ENSG00000132837",79,47,166,41,44,56,117,56,43,36,21,115,160,87,26
"ENSG00000132840",23,101,24,5,12,6,23,14,6,6,14,2,80,32,9
"ENSG00000145692",0,5,107,12,0,2,2,0,7,21,125,0,3,1,0
"ENSG00000085365",714,1705,1571,1479,2688,496,512,1817,891,1085,3167,2319,280,834,492
"ENSG00000145685",2583,5878,6647,3233,14698,7206,2489,3976,5018,6679,5039,2607,2591,3172,8596
"ENSG00000113273",443,755,993,821,578,586,517,709,462,877,996,901,653,1031,363
"ENSG00000152409",1861,2634,1586,1490,2051,1191,1297,2286,1594,1422,2319,2828,1357,1186,674
"ENSG00000152413",268,546,1007,82,232,70,112,434,131,85,643,311,112,239,99
"ENSG00000164309",82,199,96,35,99,85,148,103,89,30,80,98,481,197,106
"ENSG00000177034",1453,1065,1617,982,1582,533,590,1096,967,1283,2592,1732,584,1096,562
"ENSG00000164329",2114,1978,1932,1886,3190,915,1139,2062,1652,1992,3967,2216,650,1929,1109
"ENSG00000113296",6,8,20,11,0,2,16,14,2,1,17,15,100,33,27
"ENSG00000164300",14767,22322,17729,13112,20468,14512,12059,26131,15040,16083,20289,33379,11990,14007,10432
"ENSG00000152380",71,146,44,85,129,111,80,68,64,85,130,97,80,84,98
"ENSG00000039319",3140,5056,6373,3918,2486,2068,2410,5178,3390,3240,6227,6207,1750,3085,2431
"ENSG00000228716",1220,1093,2029,1383,2423,589,473,1605,1020,2144,4991,1586,541,642,722
"ENSG00000113318",3000,3466,3919,3922,5867,3007,3263,3297,2925,3345,3937,3774,2347,3253,2741
"ENSG00000113319",330,1100,604,511,1501,148,254,417,177,187,1904,137,181,324,132
"ENSG00000131730",105,42,1807,68,15,199,19,62,87,65,1849,518,15,7,3
"ENSG00000131732",473,434,529,376,644,366,339,339,318,437,866,422,130,319,371
"ENSG00000145687",49,619,360,357,419,185,296,116,275,108,766,70,513,795,269
"ENSG00000152348",428,400,691,649,811,276,336,560,472,514,1387,955,260,381,260
"ENSG00000186468",4755,4368,7200,7433,8166,2197,1904,10738,6178,14295,18762,12914,2111,2767,2366
"ENSG00000174695",2853,2797,2986,2278,3746,925,1045,2418,1167,2980,7671,3205,531,1989,1268
"ENSG00000152422",399,281,413,245,404,188,192,314,261,315,702,494,141,305,196
"ENSG00000145681",61,160,189,89,41,28,28,209,84,4,375,53,187,970,74
"ENSG00000038427",3082,8625,3684,431,1408,586,1724,2414,1189,591,3082,572,1994,2909,1290
"ENSG00000164176",567,1554,892,317,579,477,831,1209,641,343,1679,320,1495,3652,1074
"ENSG00000127184",1579,1359,2209,1964,3002,722,669,1353,800,2760,7095,5067,533,1612,1115
"ENSG00000134480",1970,1739,2399,1738,2828,1260,1445,1188,1138,1503,4096,2036,1274,2745,1638
"ENSG00000145715",2540,1977,2956,2909,4080,1637,1322,1453,1674,2968,4480,3561,1380,1679,1294
"ENSG00000164180",2050,1458,2101,1986,3110,1278,1219,904,1073,1698,5973,1824,857,1651,1192
"ENSG00000081189",318,740,994,269,439,170,681,462,504,130,1049,205,451,1773,595
"ENSG00000153140",218,287,269,322,573,194,150,162,195,488,934,346,127,335,173
"ENSG00000113356",329,81,227,181,189,46,50,88,80,220,193,64,48,83,38
"ENSG00000176055",417,381,452,461,750,227,261,204,212,456,866,529,196,285,140
"ENSG00000176018",529,905,1081,1003,1616,426,394,727,593,996,2282,1486,337,956,408
"ENSG00000164199",12,130,34,2,11,619,835,56,429,5,10842,12,2100,1463,1308
"ENSG00000113369",2435,2928,4742,3228,4629,1256,1715,2418,1865,3077,5074,8279,831,2902,1280
"ENSG00000175745",365,329,138,10,57,25,95,81,44,18,82,87,309,188,71
"ENSG00000113391",871,1002,941,1114,2024,655,449,524,626,1132,1627,1487,469,689,572
"ENSG00000248483",894,1237,689,874,1557,631,558,423,444,703,1222,586,812,896,518
"ENSG00000133302",746,615,1130,623,936,498,277,310,428,795,1974,673,318,630,408
"ENSG00000175471",215,585,609,102,211,106,378,320,308,74,441,133,522,644,199
"ENSG00000185261",332,328,90,475,350,375,257,183,430,261,567,342,307,605,533
"ENSG00000164291",122,261,172,209,239,107,66,145,75,240,280,303,47,196,78
"ENSG00000198677",5134,5120,6870,4665,8162,2705,2671,3123,2481,5632,8483,8542,2433,3915,2698
"ENSG00000175449",26,31,14,36,67,13,30,21,11,39,71,39,21,18,16
"ENSG00000145757",29,33,19,27,33,44,28,13,13,24,23,22,14,18,3
"ENSG00000164292",8675,3964,3203,5092,10087,3039,2507,3325,1641,7971,6863,7224,1380,1778,1065
"ENSG00000173221",574,733,1319,1209,1173,648,615,1142,688,1583,1467,1417,426,1176,784
"ENSG00000164308",1590,1293,7468,910,3704,642,1249,985,607,561,3913,589,616,2210,736
"ENSG00000113441",6586,10299,9309,8055,12999,3885,3632,5549,3567,10035,13755,11469,3950,7286,4236
"ENSG00000118985",922,1462,1525,2174,2345,520,941,1507,872,1441,3440,1697,514,2459,858
"ENSG00000175426",1432,615,26,4147,21,39,750,1851,2346,9612,20,5034,185,91,57
"ENSG00000153113",7204,7274,7755,16039,21250,8433,6491,7848,7662,17674,18582,9790,5098,7291,8807
"ENSG00000164307",3783,5849,4910,8470,10726,3987,2826,4258,2613,8121,18097,7982,2433,4467,2618
"ENSG00000145721",0,0,4,0,0,3,0,6,0,0,0,3,0,0,7
"ENSG00000058729",904,597,925,793,1130,535,327,406,465,955,2112,1167,304,687,414
"ENSG00000174136",3119,7234,1264,6535,2157,8505,7862,6438,12888,7004,11012,22990,7506,3544,2962
"ENSG00000174132",162,152,200,195,259,154,81,188,140,341,479,246,146,109,139
"ENSG00000153922",5796,3805,7913,6912,10754,4285,3825,4104,4062,5525,12811,5176,2266,4589,4448
"ENSG00000113532",188,791,572,186,442,77,234,389,146,89,967,176,224,1235,266
"ENSG00000173930",24,12,107,11,9,66,73,22,125,14,186,17,23,51,36
"ENSG00000145730",961,2337,2380,675,1022,281,556,618,508,1393,2099,272,1415,1466,796
"ENSG00000181751",586,805,850,1069,1702,836,747,399,867,1169,2740,640,369,1249,1041
"ENSG00000145723",295,292,188,366,499,228,166,168,209,300,822,414,146,325,234
"ENSG00000145725",3100,2221,3594,2800,5672,1811,2045,1574,1905,3326,7776,4932,1931,3086,2851
"ENSG00000112874",940,788,1008,580,1578,540,539,661,596,1544,3078,1567,485,825,758
"ENSG00000184349",598,1467,174,3277,1902,3368,2669,980,1255,3006,7626,62,2800,2541,2298
"ENSG00000145743",556,1121,1036,1246,1632,833,1046,998,712,1334,1603,2002,551,840,933
"ENSG00000151422",349,569,1068,753,1044,590,733,756,714,1193,2390,682,827,1625,1019
"ENSG00000198961",1281,3999,4085,4183,6792,2696,2609,2827,3104,4744,9908,5352,2954,6544,3270
"ENSG00000112893",2873,5595,8970,5499,11257,4022,3153,3943,3697,7998,23674,8748,3794,6592,4646
"ENSG00000186952",44,44,12,164,260,140,67,46,150,53,119,58,150,62,100
"ENSG00000164209",1205,1900,2390,1974,3708,923,828,1297,953,2652,3694,2451,663,2011,1081
"ENSG00000152495",86,532,258,141,517,61,315,272,178,108,414,112,147,768,168
"ENSG00000145777",4,6,14,14,51,4,11,26,6,6,66,6,21,98,11
"ENSG00000134987",1045,1554,2630,1629,2305,565,532,975,753,3026,3948,2690,695,1012,694
"ENSG00000164211",688,775,2015,1187,1962,395,652,867,708,1783,4741,1240,200,1694,1547
"ENSG00000134986",617,696,956,708,603,329,290,563,303,960,755,741,472,495,266
"ENSG00000129595",147,567,375,1103,182,375,845,389,965,151,1701,576,1057,1121,1060
"ENSG00000134982",793,882,683,911,1463,792,734,996,691,949,1825,755,743,1889,1927
"ENSG00000153037",261,677,671,586,412,459,201,349,334,812,837,456,313,776,382
"ENSG00000129625",1241,3344,2984,2742,4087,1047,846,1676,1107,3662,8969,4429,936,2335,1111
"ENSG00000172795",1699,4505,3940,2903,5032,1648,1541,2088,534,3493,2810,1500,1375,2970,1714
"ENSG00000171444",222,1794,1167,122,184,231,439,272,246,139,562,115,710,840,263
"ENSG00000212122",2,28,2,12,0,5,6,2,5,2,23,0,9,6,5
"ENSG00000080709",7,26,31,108,189,50,28,17,4,36,66,19,129,43,25
"ENSG00000047188",2105,3114,3358,3457,4654,2568,2346,2009,2124,3204,8548,3910,2079,3107,2417
"ENSG00000152503",282,394,118,605,1433,744,686,330,966,488,949,354,275,782,1237
"ENSG00000164219",1200,2111,2340,2581,5071,1402,1127,1309,1660,2787,7753,3487,720,2714,1655
"ENSG00000164221",231,214,277,532,857,397,196,269,398,462,1382,429,156,259,393
"ENSG00000145780",1297,2144,2606,2752,4552,1421,1350,2275,1595,3282,5035,3423,1004,1903,1838
"ENSG00000129596",6,30,0,0,0,0,0,2,0,5,6,14,11,7,0
"ENSG00000251201",69,60,341,225,217,124,98,12,76,390,409,268,17,408,128
"ENSG00000134970",1412,3769,4288,3494,4669,1230,757,2333,1324,5296,12298,5701,725,2380,1416
"ENSG00000243414",72,375,16,9,36,105,119,137,100,5,39,6,89,26,54
"ENSG00000172901",5,10,10,0,0,7,8,5,4,8,8,2,0,8,4
"ENSG00000268223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000145782",1107,2148,1958,1197,3726,1076,746,1078,942,1906,3928,1851,603,1490,1186
"ENSG00000177879",438,990,1343,943,2402,286,297,502,348,1274,2702,1411,149,564,429
"ENSG00000145781",556,675,810,906,1279,569,694,556,525,1057,1749,1510,464,847,538
"ENSG00000092421",529,3639,4099,2669,6712,4828,4609,3525,3886,2948,4056,4678,4713,4120,5690
"ENSG00000169570",267,339,501,743,932,320,310,449,324,878,1681,967,254,541,355
"ENSG00000172869",2417,5192,4537,4763,8002,4085,3617,3077,3688,4845,9988,6177,4738,6734,5647
"ENSG00000145779",259,1017,1695,1513,2255,573,524,633,166,1390,906,195,308,1793,602
"ENSG00000184838",89,190,160,32,20,57,87,56,67,13,75,29,92,135,80
"ENSG00000133835",2488,2417,5845,4652,5948,2594,1851,3624,2402,5533,9702,7671,1624,2557,1843
"ENSG00000164334",0,0,1,0,0,4,0,0,3,0,0,2,6,1,3
"ENSG00000113083",143,663,341,85,73,35,73,142,51,131,229,122,21,446,55
"ENSG00000164185",14,4,14,2,6,6,17,14,0,3,8,16,20,4,14
"ENSG00000250803",4,0,4,5,1,0,6,6,0,3,3,3,0,3,0
"ENSG00000151304",646,445,1235,880,766,453,372,436,529,931,1082,1013,268,681,281
"ENSG00000205302",489,1155,1453,1029,1358,626,453,815,686,1341,2606,1915,559,1083,694
"ENSG00000061455",5,268,29,11,17,43,23,6,34,16,6,0,248,237,55
"ENSG00000064692",1457,264,175,131,62,173,155,3252,256,400,114,1255,68,177,60
"ENSG00000064652",31,209,162,270,282,162,221,122,187,297,401,107,254,360,322
"ENSG00000168938",200,583,1149,999,1051,789,435,584,747,1440,2751,1073,549,1112,644
"ENSG00000168944",663,1373,1818,1446,2278,769,681,681,1163,1358,3068,1419,667,941,723
"ENSG00000151292",820,1494,1939,2079,3474,783,819,1259,1256,1958,3829,2709,602,1419,1020
"ENSG00000168916",412,1637,1559,1676,2245,1568,1840,1113,2722,1429,1215,1576,2384,1293,1761
"ENSG00000155324",511,967,1271,1386,2827,1267,1227,1522,1661,1159,1921,1608,1499,1025,1462
"ENSG00000164904",949,2021,2999,3031,2791,1771,1542,2779,2543,2512,5032,2870,1460,1229,814
"ENSG00000164902",520,865,998,1286,1572,1002,497,830,905,1261,2653,1310,475,821,712
"ENSG00000196900",82,81,157,130,57,310,325,318,291,141,98,368,332,317,274
"ENSG00000113368",1511,2228,2913,2880,3079,1956,878,3146,2608,3863,8654,3869,852,1370,1316
"ENSG00000145794",6,29,2,5,26,12,17,12,37,2,10,6,56,50,18
"ENSG00000173926",127,706,197,763,1804,945,674,531,581,903,1073,559,951,1032,1202
"ENSG00000164241",352,570,729,1132,1373,898,802,72,564,894,595,855,575,634,503
"ENSG00000164244",1480,3884,3001,3054,6015,1226,1071,3233,1880,4036,6491,4198,1013,2385,1819
"ENSG00000066583",232,640,777,397,584,174,211,566,413,826,1419,831,129,429,256
"ENSG00000138829",345,328,774,153,213,181,425,534,305,139,973,219,609,1079,238
"ENSG00000113396",5,4,0,0,0,0,12,0,0,0,0,0,275,83,47
"ENSG00000145808",0,0,0,4,0,0,18,62,3,0,176,13,162,21,30
"ENSG00000186367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198108",74,179,116,10,19,53,78,55,39,19,101,37,82,109,20
"ENSG00000230561",0,18,7,4,2,0,3,8,6,63,0,2,4,14,11
"ENSG00000064651",28123,25678,37251,71803,64655,29984,14907,94971,67206,89052,148492,128516,9241,8609,6164
"ENSG00000169567",1055,798,1647,1051,1840,506,500,1908,1178,3091,2992,2502,330,849,1179
"ENSG00000186687",1008,853,701,420,1020,604,393,756,927,1892,2612,1316,445,461,427
"ENSG00000158985",2396,3267,3336,3807,6647,1297,1921,4061,2348,4372,9314,5103,1434,3480,2076
"ENSG00000164400",2,12,13,0,0,0,0,10,8,0,4,8,0,4,0
"ENSG00000158987",3034,5875,4263,3932,4953,2894,3188,3494,3496,3665,7989,4426,2120,2989,2060
"ENSG00000239642",0,13,6,8,0,2,3,11,3,0,2,0,0,0,0
"ENSG00000164398",880,754,4216,1002,766,82,64,570,593,829,688,1802,12,97,22
"ENSG00000217128",4357,5006,5386,2992,5155,2231,2222,5144,3240,3607,6768,6284,1607,2255,1655
"ENSG00000072682",778,1131,891,1377,2266,1435,729,1054,941,1548,2024,846,838,1316,840
"ENSG00000131435",33,179,96,54,29,25,83,98,33,80,37,63,160,78,41
"ENSG00000197375",1272,1629,2811,3146,4361,3520,3262,2243,2605,1843,1543,1713,3085,3790,3122
"ENSG00000197208",125,174,196,82,235,157,137,220,97,37,90,73,172,168,110
"ENSG00000198944",231,255,1008,224,596,478,258,363,387,310,256,487,356,480,366
"ENSG00000205089",39,583,1547,888,987,630,336,81,316,729,1613,530,310,403,194
"ENSG00000164402",2722,2978,2988,2433,3244,2643,2501,2415,2764,2676,3966,2313,2709,2969,3935
"ENSG00000125347",3573,4805,4199,4444,2813,2111,3626,3516,2195,1435,8542,3400,2591,3481,2154
"ENSG00000113525",5,0,3,3,2,0,3,2,2,0,0,0,0,1,1
"ENSG00000113522",2586,2121,2320,4229,5340,3000,2216,3010,4928,4020,6671,2618,318,2382,2374
"ENSG00000169194",5,0,2,2,0,0,5,0,0,0,2,0,0,0,0
"ENSG00000113520",0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000131437",742,1176,886,619,587,322,261,647,711,719,1389,645,132,478,240
"ENSG00000164403",976,898,1278,2321,2703,3283,2038,1141,1099,1237,622,826,2864,1441,1870
"ENSG00000155329",317,305,308,366,520,126,249,355,372,447,778,406,115,235,255
"ENSG00000164404",15,50,27,12,48,32,37,19,35,15,40,21,24,11,15
"ENSG00000164405",959,728,1490,1232,2145,593,486,1658,1004,2322,4392,2407,429,850,615
"ENSG00000164406",125,117,90,176,247,244,243,157,220,124,272,68,266,226,187
"ENSG00000072364",8076,8076,8207,7225,11061,4788,5099,11084,6732,8403,13754,9948,3268,5815,5005
"ENSG00000170606",4003,3399,5213,3529,4242,1669,1217,4276,2906,4590,9026,5120,1084,2412,1698
"ENSG00000053108",75,5,53,3,0,38,41,45,6,0,20,49,6,24,14
"ENSG00000113583",793,1347,1030,1306,1394,405,335,1391,629,1113,2394,1460,122,698,466
"ENSG00000213585",3005,3811,6263,3953,7191,2341,1655,4234,2617,7474,9072,6811,1173,2339,2649
"ENSG00000081059",908,730,998,826,411,717,411,1082,594,393,399,534,402,417,237
"ENSG00000113558",3680,4474,3825,3705,6693,2068,2035,4943,3084,4600,7711,4454,1830,2655,1915
"ENSG00000006837",38,76,28,18,19,8,14,22,15,27,36,15,20,24,20
"ENSG00000119048",1022,1341,1102,913,2467,590,735,2037,1123,923,1596,1570,591,835,519
"ENSG00000113575",3221,3155,4169,3036,4376,1367,1107,4377,2371,4008,9355,5431,1189,2586,1620
"ENSG00000237190",262,332,539,262,271,163,122,288,252,430,1187,502,96,126,141
"ENSG00000043143",1824,2572,1560,2242,1175,2919,2527,2297,1708,2031,2682,1972,2255,2039,1194
"ENSG00000152700",1963,3274,2918,2434,3685,1622,1746,2609,2005,3131,5710,3430,1230,2994,1949
"ENSG00000164615",418,692,697,519,800,242,163,760,487,869,1523,904,199,261,155
"ENSG00000145833",3918,3726,4622,3747,4335,3056,2508,3644,3920,4105,8094,4395,1979,2894,2408
"ENSG00000181904",836,299,433,132,339,867,677,257,317,777,367,676,617,308,764
"ENSG00000113621",568,1412,869,611,888,519,418,816,611,967,1325,856,621,991,564
"ENSG00000113615",1965,2830,3268,2405,4101,1188,1410,2893,1514,3105,5170,2712,1003,2664,2476
"ENSG00000132570",1098,1446,1125,1291,614,944,1197,1000,902,1337,2009,1178,686,289,271
"ENSG00000152705",60,58,58,50,105,68,48,37,31,38,61,46,64,76,49
"ENSG00000255833",30,126,0,0,0,0,36,42,2,0,117,0,0,155,59
"ENSG00000251380",1,27,20,25,14,26,3,6,12,11,8,6,32,176,4
"ENSG00000145824",1473,6592,1245,949,2760,917,2061,5751,1019,1098,3193,1224,2235,6086,643
"ENSG00000145832",99,21,55,73,180,46,88,73,101,14,234,23,56,156,111
"ENSG00000069011",947,441,1015,896,1253,453,332,754,132,1023,1292,750,1280,523,154
"ENSG00000113648",14927,18995,14129,13173,18918,10398,9371,13014,10149,10441,18355,13066,8053,9077,6806
"ENSG00000120708",15630,9577,14042,16517,11422,2307,1095,9384,6824,21696,3391,8978,1134,1831,706
"ENSG00000152377",29,904,29,6,17,26,22,21,16,19,39,12,37,119,38
"ENSG00000113658",3440,4241,3658,3400,5123,1353,1521,2715,2259,4290,2944,4574,1295,1670,1564
"ENSG00000069018",0,0,0,0,6,0,0,0,0,0,0,4,4,0,0
